id_fix,id_ave,especie,nombre_comun,sexo,timestamp,fecha_hora_local,lon,lat,x_utm,y_utm,hdop,n_sat,bateria_v
170,ANS01,Anser anser,Ánsar común,M,2019-10-31T18:00:33Z,2019-10-31 19:00:33,-6.252868,36.945682,744629.0,4092373.2,1.3,7,3.79
171,ANS01,Anser anser,Ánsar común,M,2019-10-31T19:01:08Z,2019-10-31 20:01:08,-6.252851,36.945923,744629.7,4092400.0,1.6,9,3.79
172,ANS01,Anser anser,Ánsar común,M,2019-10-31T20:01:52Z,2019-10-31 21:01:52,-6.252124,36.945151,744697.0,4092316.2,2.0,11,3.69
173,ANS01,Anser anser,Ánsar común,M,2019-10-31T21:00:30Z,2019-10-31 22:00:30,-6.252179,36.945546,744690.8,4092359.9,1.1,6,3.71
174,ANS01,Anser anser,Ánsar común,M,2019-10-31T22:02:01Z,2019-10-31 23:02:01,-6.252273,36.94606,744680.8,4092416.7,1.5,6,3.83
175,ANS01,Anser anser,Ánsar común,M,2019-10-31T23:00:03Z,2019-11-01 00:00:03,-6.252671,36.94642,744644.2,4092455.6,1.0,7,3.78
176,ANS01,Anser anser,Ánsar común,M,2019-11-01T00:01:03Z,2019-11-01 01:01:03,-6.252591,36.945846,744653.2,4092392.1,1.6,10,3.74
177,ANS01,Anser anser,Ánsar común,M,2019-11-01T01:01:00Z,2019-11-01 02:01:00,-6.251989,36.945567,744707.7,4092362.7,2.2,8,3.82
178,ANS01,Anser anser,Ánsar común,M,2019-11-01T02:01:46Z,2019-11-01 03:01:46,-6.253098,36.945896,744607.8,4092396.4,1.4,11,3.76
179,ANS01,Anser anser,Ánsar común,M,2019-11-01T03:00:37Z,2019-11-01 04:00:37,-6.252033,36.945479,744704.1,4092352.9,1.8,12,3.77
180,ANS01,Anser anser,Ánsar común,M,2019-11-01T04:00:20Z,2019-11-01 05:00:20,-6.252586,36.94554,744654.6,4092358.2,1.6,9,3.76
181,ANS01,Anser anser,Ánsar común,M,2019-11-01T05:01:56Z,2019-11-01 06:01:56,-6.252491,36.946032,744661.5,4092413.1,2.0,9,3.7
182,ANS01,Anser anser,Ánsar común,M,2019-11-01T06:01:57Z,2019-11-01 07:01:57,-6.252696,36.946178,744642.7,4092428.7,2.1,11,3.75
183,ANS01,Anser anser,Ánsar común,M,2019-11-01T07:01:54Z,2019-11-01 08:01:54,-6.137196,37.036003,754630.3,4102699.7,1.0,6,3.86
184,ANS01,Anser anser,Ánsar común,M,2019-11-01T08:01:07Z,2019-11-01 09:01:07,-6.143288,37.037874,754082.0,4102891.0,1.5,6,4.01
185,ANS01,Anser anser,Ánsar común,M,2019-11-01T09:00:54Z,2019-11-01 10:00:54,-6.141493,37.033063,754257.8,4102362.0,1.2,12,4.04
186,ANS01,Anser anser,Ánsar común,M,2019-11-01T10:02:20Z,2019-11-01 11:02:20,-6.142124,37.033884,754198.9,4102451.3,1.2,10,4.07
187,ANS01,Anser anser,Ánsar común,M,2019-11-01T11:00:06Z,2019-11-01 12:00:06,-6.140984,37.036707,754290.9,4102767.7,1.4,5,4.05
188,ANS01,Anser anser,Ánsar común,M,2019-11-01T12:02:09Z,2019-11-01 13:02:09,-6.139234,37.036211,754448.3,4102717.3,1.5,5,4.11
189,ANS01,Anser anser,Ánsar común,M,2019-11-01T13:02:02Z,2019-11-01 14:02:02,-6.135844,37.03607,754750.3,4102710.8,1.6,5,4.11
190,ANS01,Anser anser,Ánsar común,M,2019-11-01T14:02:29Z,2019-11-01 15:02:29,-6.136505,37.035922,754691.9,4102692.5,1.9,10,3.99
191,ANS01,Anser anser,Ánsar común,M,2019-11-01T15:00:32Z,2019-11-01 16:00:32,-6.138974,37.036241,754471.3,4102721.3,2.2,6,4.05
192,ANS01,Anser anser,Ánsar común,M,2019-11-01T16:01:03Z,2019-11-01 17:01:03,-6.135622,37.034311,754775.9,4102516.2,2.7,7,3.99
193,ANS01,Anser anser,Ánsar común,M,2019-11-01T17:02:20Z,2019-11-01 18:02:20,-6.137448,37.035218,754610.4,4102611.9,1.3,12,3.88
194,ANS01,Anser anser,Ánsar común,M,2019-11-01T19:02:04Z,2019-11-01 20:02:04,-6.232054,36.946373,746480.7,4092503.6,2.0,8,3.67
195,ANS01,Anser anser,Ánsar común,M,2019-11-01T20:01:07Z,2019-11-01 21:01:07,-6.233053,36.946059,746392.6,4092466.1,0.9,9,3.79
196,ANS01,Anser anser,Ánsar común,M,2019-11-01T21:01:56Z,2019-11-01 22:01:56,-6.232568,36.946023,746436.0,4092463.4,2.5,6,3.75
197,ANS01,Anser anser,Ánsar común,M,2019-11-01T22:00:36Z,2019-11-01 23:00:36,-6.232215,36.94654,746465.8,4092521.7,2.8,7,3.7
198,ANS01,Anser anser,Ánsar común,M,2019-11-01T23:00:47Z,2019-11-02 00:00:47,-6.232276,36.946296,746461.1,4092494.4,1.3,9,3.73
199,ANS01,Anser anser,Ánsar común,M,2019-11-02T00:01:14Z,2019-11-02 01:01:14,-6.232565,36.945456,746438.1,4092400.5,2.3,5,3.84
200,ANS01,Anser anser,Ánsar común,M,2019-11-02T01:00:24Z,2019-11-02 02:00:24,-6.23219,36.946133,746469.3,4092476.6,2.3,7,3.7
201,ANS01,Anser anser,Ánsar común,M,2019-11-02T02:01:23Z,2019-11-02 03:01:23,-6.232775,36.946583,746415.7,4092525.0,1.7,8,3.77
202,ANS01,Anser anser,Ánsar común,M,2019-11-02T03:01:34Z,2019-11-02 04:01:34,-6.232577,36.946111,746434.9,4092473.2,1.1,10,3.74
203,ANS01,Anser anser,Ánsar común,M,2019-11-02T05:00:12Z,2019-11-02 06:00:12,-6.233088,36.946172,746389.2,4092478.5,1.7,7,3.78
204,ANS01,Anser anser,Ánsar común,M,2019-11-02T06:00:11Z,2019-11-02 07:00:11,-6.232474,36.946033,746444.3,4092464.7,1.8,9,3.83
205,ANS01,Anser anser,Ánsar común,M,2019-11-02T07:02:26Z,2019-11-02 08:02:26,-6.239985,37.064594,745393.6,4105601.9,2.4,6,3.86
206,ANS01,Anser anser,Ánsar común,M,2019-11-02T08:01:02Z,2019-11-02 09:01:02,-6.238991,37.06422,745483.1,4105563.0,1.6,8,4.0
207,ANS01,Anser anser,Ánsar común,M,2019-11-02T09:02:00Z,2019-11-02 10:02:00,-6.241546,37.062905,745260.2,4105410.5,0.8,8,4.04
208,ANS01,Anser anser,Ánsar común,M,2019-11-02T10:01:34Z,2019-11-02 11:01:34,-6.240314,37.065881,745360.2,4105744.0,3.1,11,3.99
209,ANS01,Anser anser,Ánsar común,M,2019-11-02T11:01:47Z,2019-11-02 12:01:47,-6.242311,37.060825,745198.9,4105177.6,1.8,11,4.12
210,ANS01,Anser anser,Ánsar común,M,2019-11-02T12:01:16Z,2019-11-02 13:01:16,-6.239097,37.064696,745472.2,4105615.5,2.0,11,4.08
211,ANS01,Anser anser,Ánsar común,M,2019-11-02T13:00:40Z,2019-11-02 14:00:40,-6.23761,37.062675,745611.0,4105395.1,1.4,10,4.1
212,ANS01,Anser anser,Ánsar común,M,2019-11-02T14:02:29Z,2019-11-02 15:02:29,-6.236396,37.063715,745715.6,4105513.6,1.7,8,4.06
213,ANS01,Anser anser,Ánsar común,M,2019-11-02T15:00:22Z,2019-11-02 16:00:22,-6.236997,37.062365,745666.5,4105362.4,2.3,12,3.99
214,ANS01,Anser anser,Ánsar común,M,2019-11-02T16:00:35Z,2019-11-02 17:00:35,-6.239802,37.062325,745417.2,4105350.6,1.0,5,3.92
215,ANS01,Anser anser,Ánsar común,M,2019-11-02T17:00:42Z,2019-11-02 18:00:42,-6.23224,36.945923,746465.5,4092453.1,1.6,7,3.91
216,ANS01,Anser anser,Ánsar común,M,2019-11-02T18:00:42Z,2019-11-02 19:00:42,-6.232728,36.946257,746421.0,4092489.0,1.6,9,3.84
217,ANS01,Anser anser,Ánsar común,M,2019-11-02T19:01:42Z,2019-11-02 20:01:42,-7.667169,36.489906,619380.7,4039114.3,1.8,9,3.78
218,ANS01,Anser anser,Ánsar común,M,2019-11-02T20:00:07Z,2019-11-02 21:00:07,-6.232326,36.945446,746459.4,4092399.9,0.8,7,3.7
219,ANS01,Anser anser,Ánsar común,M,2019-11-02T21:01:03Z,2019-11-02 22:01:03,-6.232451,36.946654,746444.4,4092533.8,2.0,10,3.79
220,ANS01,Anser anser,Ánsar común,M,2019-11-02T22:00:35Z,2019-11-02 23:00:35,-6.232366,36.94605,746453.9,4092467.0,1.1,6,3.78
221,ANS01,Anser anser,Ánsar común,M,2019-11-02T23:01:43Z,2019-11-03 00:01:43,-6.232607,36.946071,746432.4,4092468.6,2.4,12,3.71
222,ANS01,Anser anser,Ánsar común,M,2019-11-03T00:00:09Z,2019-11-03 01:00:09,-6.232665,36.946045,746427.3,4092465.6,1.7,10,3.74
223,ANS01,Anser anser,Ánsar común,M,2019-11-03T01:01:05Z,2019-11-03 02:01:05,-6.231615,36.946154,746520.5,4092480.3,4.2,6,3.8
224,ANS01,Anser anser,Ánsar común,M,2019-11-03T02:00:15Z,2019-11-03 03:00:15,-6.232059,36.946152,746480.9,4092479.0,2.4,5,3.73
225,ANS01,Anser anser,Ánsar común,M,2019-11-03T03:02:21Z,2019-11-03 04:02:21,-6.233188,36.946127,746380.4,4092473.3,1.3,10,3.7
226,ANS01,Anser anser,Ánsar común,M,2019-11-03T04:01:50Z,2019-11-03 05:01:50,-6.232147,36.946036,746473.4,4092465.9,2.2,5,3.75
227,ANS01,Anser anser,Ánsar común,M,2019-11-03T05:02:09Z,2019-11-03 06:02:09,-6.232867,36.945806,746410.1,4092438.5,1.9,9,3.7
228,ANS01,Anser anser,Ánsar común,M,2019-11-03T06:00:39Z,2019-11-03 07:00:39,-6.232214,36.945941,746467.7,4092455.2,2.0,6,3.78
229,ANS01,Anser anser,Ánsar común,M,2019-11-03T07:00:46Z,2019-11-03 08:00:46,-6.210664,37.040598,748079.2,4103015.3,3.0,12,3.84
230,ANS01,Anser anser,Ánsar común,M,2019-11-03T08:00:04Z,2019-11-03 09:00:04,-6.213251,37.03921,747853.6,4102854.5,1.7,10,3.97
231,ANS01,Anser anser,Ánsar común,M,2019-11-03T09:01:45Z,2019-11-03 10:01:45,-6.214028,37.043489,747770.6,4103327.3,1.7,5,4.12
232,ANS01,Anser anser,Ánsar común,M,2019-11-03T10:02:19Z,2019-11-03 11:02:19,-6.214992,37.0392,747698.8,4102848.8,1.4,8,4.06
233,ANS01,Anser anser,Ánsar común,M,2019-11-03T11:02:26Z,2019-11-03 12:02:26,-6.215391,37.039803,747661.3,4102914.8,1.3,9,4.12
234,ANS01,Anser anser,Ánsar común,M,2019-11-03T12:00:17Z,2019-11-03 13:00:17,-6.213825,37.043728,747787.9,4103354.4,1.8,5,4.09
235,ANS01,Anser anser,Ánsar común,M,2019-11-03T13:00:20Z,2019-11-03 14:00:20,-6.214975,37.040388,747696.5,4102980.7,1.8,11,4.0
236,ANS01,Anser anser,Ánsar común,M,2019-11-03T15:01:26Z,2019-11-03 16:01:26,-6.217394,37.042693,747473.8,4103230.2,2.2,10,3.99
237,ANS01,Anser anser,Ánsar común,M,2019-11-03T16:01:14Z,2019-11-03 17:01:14,-6.216331,37.040099,747576.7,4102945.1,2.4,7,3.96
238,ANS01,Anser anser,Ánsar común,M,2019-11-03T17:00:07Z,2019-11-03 18:00:07,-6.215453,37.039934,747655.4,4102929.1,1.3,9,3.83
239,ANS01,Anser anser,Ánsar común,M,2019-11-03T18:02:10Z,2019-11-03 19:02:10,-6.23268,36.945924,746426.3,4092452.1,1.0,8,3.79
240,ANS01,Anser anser,Ánsar común,M,2019-11-03T19:01:01Z,2019-11-03 20:01:01,-6.232084,36.946339,746478.1,4092499.7,1.5,5,3.74
241,ANS01,Anser anser,Ánsar común,M,2019-11-03T20:01:01Z,2019-11-03 21:01:01,-6.232577,36.94593,746435.4,4092453.1,1.1,11,3.84
242,ANS01,Anser anser,Ánsar común,M,2019-11-03T21:01:16Z,2019-11-03 22:01:16,-6.232492,36.946139,746442.4,4092476.5,2.6,9,3.71
243,ANS01,Anser anser,Ánsar común,M,2019-11-03T22:02:11Z,2019-11-03 23:02:11,-6.232469,36.946339,746443.8,4092498.7,2.2,7,3.77
244,ANS01,Anser anser,Ánsar común,M,2019-11-03T23:01:26Z,2019-11-04 00:01:26,-6.232194,36.945898,746469.7,4092450.5,3.5,11,3.67
245,ANS01,Anser anser,Ánsar común,M,2019-11-04T00:00:21Z,2019-11-04 01:00:21,-6.232368,36.945608,746455.2,4092417.9,0.9,11,3.77
246,ANS01,Anser anser,Ánsar común,M,2019-11-04T01:00:17Z,2019-11-04 02:00:17,-6.23348,36.945699,746355.8,4092425.1,1.8,7,3.79
247,ANS01,Anser anser,Ánsar común,M,2019-11-04T02:01:59Z,2019-11-04 03:01:59,-6.231901,36.945804,746496.1,4092440.9,2.4,12,3.74
248,ANS01,Anser anser,Ánsar común,M,2019-11-04T03:00:24Z,2019-11-04 04:00:24,-6.231837,36.946285,746500.3,4092494.3,1.0,9,3.8
249,ANS01,Anser anser,Ánsar común,M,2019-11-04T04:01:36Z,2019-11-04 05:01:36,-6.232139,36.945759,746475.1,4092435.3,1.8,10,3.75
250,ANS01,Anser anser,Ánsar común,M,2019-11-04T05:00:02Z,2019-11-04 06:00:02,-6.232937,36.946583,746401.3,4092524.6,2.0,5,3.78
251,ANS01,Anser anser,Ánsar común,M,2019-11-04T06:01:47Z,2019-11-04 07:01:47,-6.232515,36.945967,746440.9,4092457.4,2.0,12,3.86
252,ANS01,Anser anser,Ánsar común,M,2019-11-04T07:02:22Z,2019-11-04 08:02:22,-6.163664,37.071268,752158.6,4106542.5,1.4,8,3.85
253,ANS01,Anser anser,Ánsar común,M,2019-11-04T08:01:52Z,2019-11-04 09:01:52,-6.166662,37.070139,751895.8,4106409.3,2.3,10,4.02
254,ANS01,Anser anser,Ánsar común,M,2019-11-04T09:01:28Z,2019-11-04 10:01:28,-6.167571,37.071073,751811.9,4106510.5,0.9,8,4.0
255,ANS01,Anser anser,Ánsar común,M,2019-11-04T10:01:33Z,2019-11-04 11:01:33,-6.167509,37.071317,751816.7,4106537.8,1.2,10,4.03
256,ANS01,Anser anser,Ánsar común,M,2019-11-04T11:01:46Z,2019-11-04 12:01:46,-6.163847,37.071439,752141.8,4106561.0,1.8,8,4.14
257,ANS01,Anser anser,Ánsar común,M,2019-11-04T12:01:43Z,2019-11-04 13:01:43,-6.16425,37.07068,752108.5,4106475.7,2.0,5,4.1
258,ANS01,Anser anser,Ánsar común,M,2019-11-04T13:01:34Z,2019-11-04 14:01:34,-6.167903,37.070866,751783.1,4106486.7,2.2,12,4.08
259,ANS01,Anser anser,Ánsar común,M,2019-11-04T14:01:53Z,2019-11-04 15:01:53,-6.168692,37.071897,751709.5,4106599.0,3.3,7,4.08
260,ANS01,Anser anser,Ánsar común,M,2019-11-04T15:00:09Z,2019-11-04 16:00:09,-6.168943,37.071289,751689.2,4106530.9,0.7,6,4.05
261,ANS01,Anser anser,Ánsar común,M,2019-11-04T16:00:15Z,2019-11-04 17:00:15,-6.169177,37.07137,751668.1,4106539.2,1.3,8,3.97
262,ANS01,Anser anser,Ánsar común,M,2019-11-04T17:01:12Z,2019-11-04 18:01:12,-6.232614,36.945752,746432.8,4092433.2,2.7,10,3.88
263,ANS01,Anser anser,Ánsar común,M,2019-11-04T18:01:41Z,2019-11-04 19:01:41,-6.232519,36.945932,746440.7,4092453.4,1.4,9,3.85
264,ANS01,Anser anser,Ánsar común,M,2019-11-04T19:02:25Z,2019-11-04 20:02:25,-6.232363,36.945878,746454.7,4092447.8,2.3,5,3.73
265,ANS01,Anser anser,Ánsar común,M,2019-11-04T20:01:21Z,2019-11-04 21:01:21,-6.232695,36.945537,746426.2,4092409.1,1.1,9,3.75
266,ANS01,Anser anser,Ánsar común,M,2019-11-04T21:00:21Z,2019-11-04 22:00:21,-6.232675,36.946335,746425.5,4092497.7,3.4,10,3.72
267,ANS01,Anser anser,Ánsar común,M,2019-11-04T22:00:55Z,2019-11-04 23:00:55,-6.23198,36.946259,746487.6,4092491.1,1.9,12,3.75
268,ANS01,Anser anser,Ánsar común,M,2019-11-04T23:00:16Z,2019-11-05 00:00:16,-6.232712,36.946395,746421.9,4092504.3,1.6,9,3.74
269,ANS01,Anser anser,Ánsar común,M,2019-11-05T00:01:26Z,2019-11-05 01:01:26,-6.232483,36.945724,746444.5,4092430.4,1.2,5,3.77
270,ANS01,Anser anser,Ánsar común,M,2019-11-05T01:01:02Z,2019-11-05 02:01:02,-6.232436,36.946323,746446.8,4092497.0,1.2,6,3.79
271,ANS01,Anser anser,Ánsar común,M,2019-11-05T02:01:45Z,2019-11-05 03:01:45,-6.232954,36.946127,746401.2,4092473.9,1.1,9,3.77
272,ANS01,Anser anser,Ánsar común,M,2019-11-05T03:01:50Z,2019-11-05 04:01:50,-6.232559,36.945847,746437.4,4092443.9,2.0,9,3.74
273,ANS01,Anser anser,Ánsar común,M,2019-11-05T04:00:26Z,2019-11-05 05:00:26,-6.23184,36.945893,746501.3,4092450.9,2.6,11,3.72
274,ANS01,Anser anser,Ánsar común,M,2019-11-05T05:01:20Z,2019-11-05 06:01:20,-6.232359,36.946073,746454.4,4092469.4,2.3,7,3.82
275,ANS01,Anser anser,Ánsar común,M,2019-11-05T06:00:53Z,2019-11-05 07:00:53,-6.232633,36.94575,746431.1,4092433.0,1.3,11,3.81
276,ANS01,Anser anser,Ánsar común,M,2019-11-05T07:01:24Z,2019-11-05 08:01:24,-6.241789,37.038532,745317.1,4102705.2,1.3,8,3.85
277,ANS01,Anser anser,Ánsar común,M,2019-11-05T08:01:30Z,2019-11-05 09:01:30,-6.24044,37.037922,745439.1,4102640.9,2.1,6,3.94
278,ANS01,Anser anser,Ánsar común,M,2019-11-05T09:00:50Z,2019-11-05 10:00:50,-6.240684,37.039329,745412.9,4102796.5,1.8,8,3.98
279,ANS01,Anser anser,Ánsar común,M,2019-11-05T10:00:22Z,2019-11-05 11:00:22,-6.24003,37.035285,745484.0,4102349.4,1.1,12,4.1
280,ANS01,Anser anser,Ánsar común,M,2019-11-05T11:01:05Z,2019-11-05 12:01:05,-6.240113,37.039976,745461.6,4102869.7,3.0,10,4.09
281,ANS01,Anser anser,Ánsar común,M,2019-11-05T12:00:57Z,2019-11-05 13:00:57,-6.244724,37.039595,745052.6,4102815.5,1.1,6,4.08
282,ANS01,Anser anser,Ánsar común,M,2019-11-05T13:02:26Z,2019-11-05 14:02:26,-6.243259,37.040613,745179.6,4102932.4,1.6,7,4.07
283,ANS01,Anser anser,Ánsar común,M,2019-11-05T14:01:04Z,2019-11-05 15:01:04,-6.244122,37.038736,745108.9,4102721.8,2.2,12,4.08
284,ANS01,Anser anser,Ánsar común,M,2019-11-05T15:01:42Z,2019-11-05 16:01:42,-6.242066,37.040674,745285.6,4102942.1,2.0,5,4.05
285,ANS01,Anser anser,Ánsar común,M,2019-11-05T16:00:12Z,2019-11-05 17:00:12,-6.243471,37.038241,745168.4,4102668.6,1.4,10,3.93
286,ANS01,Anser anser,Ánsar común,M,2019-11-05T17:01:40Z,2019-11-05 18:01:40,-6.23225,36.946282,746463.5,4092493.0,2.3,12,3.95
287,ANS01,Anser anser,Ánsar común,M,2019-11-05T18:00:33Z,2019-11-05 19:00:33,-6.233116,36.94602,746387.2,4092461.7,2.3,11,3.84
288,ANS01,Anser anser,Ánsar común,M,2019-11-05T19:00:56Z,2019-11-05 20:00:56,-6.232379,36.946435,746451.5,4092509.6,2.2,11,3.69
289,ANS01,Anser anser,Ánsar común,M,2019-11-05T20:01:51Z,2019-11-05 21:01:51,-6.23261,36.946068,746432.1,4092468.3,2.8,5,3.78
290,ANS01,Anser anser,Ánsar común,M,2019-11-05T21:01:10Z,2019-11-05 22:01:10,-6.232746,36.945565,746421.6,4092412.1,2.4,10,3.72
291,ANS01,Anser anser,Ánsar común,M,2019-11-05T22:01:06Z,2019-11-05 23:01:06,-6.23258,36.946293,746434.0,4092493.3,3.6,11,3.72
292,ANS01,Anser anser,Ánsar común,M,2019-11-05T23:02:19Z,2019-11-06 00:02:19,-6.232542,36.946084,746438.1,4092470.2,1.2,8,3.75
293,ANS01,Anser anser,Ánsar común,M,2019-11-06T00:02:18Z,2019-11-06 01:02:18,-6.232475,36.945956,746444.5,4092456.2,1.5,6,3.72
294,ANS01,Anser anser,Ánsar común,M,2019-11-06T01:00:14Z,2019-11-06 02:00:14,-6.232836,36.946123,746411.8,4092473.8,1.3,7,3.75
295,ANS01,Anser anser,Ánsar común,M,2019-11-06T02:00:22Z,2019-11-06 03:00:22,-6.232011,36.946406,746484.3,4092507.4,1.5,10,3.76
296,ANS01,Anser anser,Ánsar común,M,2019-11-06T04:00:29Z,2019-11-06 05:00:29,-6.232043,36.945417,746484.7,4092397.5,1.2,7,3.78
297,ANS01,Anser anser,Ánsar común,M,2019-11-06T05:00:26Z,2019-11-06 06:00:26,-6.23304,36.946275,746393.1,4092490.1,2.6,8,3.71
298,ANS01,Anser anser,Ánsar común,M,2019-11-06T06:02:10Z,2019-11-06 07:02:10,-6.232606,36.945862,746433.1,4092445.4,1.3,11,3.72
299,ANS01,Anser anser,Ánsar común,M,2019-11-06T07:02:16Z,2019-11-06 08:02:16,-6.182493,37.047686,750562.0,4103875.7,1.7,12,3.85
300,ANS01,Anser anser,Ánsar común,M,2019-11-06T08:00:13Z,2019-11-06 09:00:13,-6.18304,37.048932,750509.3,4104012.5,1.9,9,3.99
301,ANS01,Anser anser,Ánsar común,M,2019-11-06T09:01:18Z,2019-11-06 10:01:18,-6.180664,37.0503,750716.0,4104170.7,1.8,12,4.01
302,ANS01,Anser anser,Ánsar común,M,2019-11-06T10:00:55Z,2019-11-06 11:00:55,-6.182035,37.045225,750610.8,4103603.9,1.1,5,4.11
303,ANS01,Anser anser,Ánsar común,M,2019-11-06T11:00:52Z,2019-11-06 12:00:52,-6.182041,37.047748,750601.9,4103883.8,1.4,5,4.04
304,ANS01,Anser anser,Ánsar común,M,2019-11-06T12:01:15Z,2019-11-06 13:01:15,-6.182137,37.049544,750587.6,4104082.9,2.2,12,4.15
305,ANS01,Anser anser,Ánsar común,M,2019-11-06T13:00:19Z,2019-11-06 14:00:19,-6.184492,37.050348,750375.4,4104165.9,1.9,7,4.12
306,ANS01,Anser anser,Ánsar común,M,2019-11-06T14:00:08Z,2019-11-06 15:00:08,-6.185942,37.047735,750255.0,4103872.1,1.4,5,4.13
307,ANS01,Anser anser,Ánsar común,M,2019-11-06T15:02:27Z,2019-11-06 16:02:27,-6.185692,37.050793,750267.2,4104212.1,1.1,11,4.0
308,ANS01,Anser anser,Ánsar común,M,2019-11-06T17:01:00Z,2019-11-06 18:01:00,-6.183832,37.049779,750436.0,4104104.5,1.7,6,3.89
309,ANS01,Anser anser,Ánsar común,M,2019-11-06T18:01:24Z,2019-11-06 19:01:24,-6.232246,36.946371,746463.5,4092502.8,2.4,5,3.82
310,ANS01,Anser anser,Ánsar común,M,2019-11-06T19:01:05Z,2019-11-06 20:01:05,-6.232855,36.945984,746410.5,4092458.4,1.3,9,3.74
311,ANS01,Anser anser,Ánsar común,M,2019-11-06T20:01:37Z,2019-11-06 21:01:37,-6.232079,36.94598,746479.7,4092459.9,1.1,7,3.72
312,ANS01,Anser anser,Ánsar común,M,2019-11-06T21:00:26Z,2019-11-06 22:00:26,-6.231763,36.946127,746507.3,4092477.1,1.8,8,3.76
313,ANS01,Anser anser,Ánsar común,M,2019-11-06T22:02:08Z,2019-11-06 23:02:08,-6.232766,36.945687,746419.5,4092425.6,1.8,6,3.7
314,ANS01,Anser anser,Ánsar común,M,2019-11-06T23:01:06Z,2019-11-07 00:01:06,-6.232345,36.945725,746456.8,4092430.9,2.4,8,3.8
315,ANS01,Anser anser,Ánsar común,M,2019-11-07T00:00:52Z,2019-11-07 01:00:52,-6.232566,36.946039,746436.1,4092465.2,1.8,12,3.72
316,ANS01,Anser anser,Ánsar común,M,2019-11-07T01:01:42Z,2019-11-07 02:01:42,-6.232263,36.94569,746464.2,4092427.2,2.0,10,3.78
317,ANS01,Anser anser,Ánsar común,M,2019-11-07T02:00:00Z,2019-11-07 03:00:00,-6.23241,36.946021,746450.1,4092463.6,2.3,9,3.78
318,ANS01,Anser anser,Ánsar común,M,2019-11-07T03:01:15Z,2019-11-07 04:01:15,-6.232549,36.945277,746440.1,4092380.6,1.9,11,3.78
319,ANS01,Anser anser,Ánsar común,M,2019-11-07T04:01:38Z,2019-11-07 05:01:38,-6.23217,36.946085,746471.3,4092471.2,2.1,12,3.75
320,ANS01,Anser anser,Ánsar común,M,2019-11-07T05:01:38Z,2019-11-07 06:01:38,-6.232031,36.945774,746484.6,4092437.1,2.2,10,3.74
321,ANS01,Anser anser,Ánsar común,M,2019-11-07T06:01:54Z,2019-11-07 07:01:54,-6.231691,36.946747,746511.8,4092546.0,1.1,11,3.86
322,ANS01,Anser anser,Ánsar común,M,2019-11-07T07:02:15Z,2019-11-07 08:02:15,-6.172019,37.028439,751557.2,4101767.6,2.0,7,3.94
323,ANS01,Anser anser,Ánsar común,M,2019-11-07T08:01:27Z,2019-11-07 09:01:27,-6.175388,37.025508,751267.1,4101433.3,1.6,6,3.92
324,ANS01,Anser anser,Ánsar común,M,2019-11-07T09:02:21Z,2019-11-07 10:02:21,-6.170865,37.025667,751669.0,4101463.0,1.2,7,4.01
325,ANS01,Anser anser,Ánsar común,M,2019-11-07T10:00:25Z,2019-11-07 11:00:25,-6.168843,37.028239,751840.5,4101753.7,2.8,8,4.03
326,ANS01,Anser anser,Ánsar común,M,2019-11-07T11:00:30Z,2019-11-07 12:00:30,-6.172759,37.025526,751501.0,4101442.4,1.6,5,4.15
327,ANS01,Anser anser,Ánsar común,M,2019-11-07T12:00:01Z,2019-11-07 13:00:01,-6.167068,37.02531,752008.0,4101433.4,1.1,5,4.06
328,ANS01,Anser anser,Ánsar común,M,2019-11-07T13:00:33Z,2019-11-07 14:00:33,-6.175328,37.029461,751259.4,4101872.3,2.2,6,4.07
329,ANS01,Anser anser,Ánsar común,M,2019-11-07T14:01:50Z,2019-11-07 15:01:50,-6.172295,37.026595,751538.7,4101562.2,2.2,11,4.11
330,ANS01,Anser anser,Ánsar común,M,2019-11-07T15:00:36Z,2019-11-07 16:00:36,-6.172149,37.025463,751555.4,4101436.9,1.4,9,4.05
331,ANS01,Anser anser,Ánsar común,M,2019-11-07T16:00:26Z,2019-11-07 17:00:26,-6.171674,37.026807,751593.2,4101587.4,2.4,9,3.88
332,ANS01,Anser anser,Ánsar común,M,2019-11-07T17:00:18Z,2019-11-07 18:00:18,-6.171833,37.026797,751579.2,4101585.9,1.4,11,3.88
333,ANS01,Anser anser,Ánsar común,M,2019-11-07T18:01:57Z,2019-11-07 19:01:57,-6.239322,36.980141,745724.7,4096231.9,1.9,6,3.76
334,ANS01,Anser anser,Ánsar común,M,2019-11-07T19:00:20Z,2019-11-07 20:00:20,-6.239381,36.980351,745718.7,4096255.2,1.6,12,3.69
335,ANS01,Anser anser,Ánsar común,M,2019-11-07T20:01:15Z,2019-11-07 21:01:15,-6.239121,36.980145,745742.5,4096232.9,1.3,5,3.71
336,ANS01,Anser anser,Ánsar común,M,2019-11-07T21:01:01Z,2019-11-07 22:01:01,-6.239421,36.98019,745715.7,4096237.1,2.0,5,3.84
337,ANS01,Anser anser,Ánsar común,M,2019-11-07T22:02:15Z,2019-11-07 23:02:15,-6.238646,36.979895,745785.6,4096206.4,0.8,8,3.83
338,ANS01,Anser anser,Ánsar común,M,2019-11-08T00:02:25Z,2019-11-08 01:02:25,-6.238949,36.980545,745756.6,4096277.8,1.4,12,3.72
